TOK_added,DATE_added,SHOT_added,TIME_added,α0,αI,αB,αP,αn,αM,αR,αe,αk,ind_added,id
AUG,19950518,6483,4.0,0.10567,0.770548,0.23856,-0.608545,0.382818,0.184311,1.99294,0.715038,0.431763,1515,1
AUG,19960223,7555,2.498,0.105675,0.770298,0.238353,-0.608776,0.383779,0.184398,1.99415,0.715524,0.43186,1529,2
AUG,19960301,7634,3.499,0.105664,0.770694,0.238136,-0.608774,0.383673,0.184313,1.99367,0.714873,0.431415,1532,3
AUG,19960301,7639,3.5,0.105666,0.770447,0.238338,-0.608788,0.38372,0.184357,1.99393,0.715307,0.431781,1533,4
AUG,19960301,7640,3.501,0.105665,0.770471,0.238325,-0.608794,0.383715,0.18435,1.99391,0.715278,0.431757,1534,5
AUG,19960301,7641,3.5,0.105668,0.770373,0.238385,-0.608787,0.383744,0.18438,1.99401,0.715413,0.431893,1535,6
AUG,19960301,7643,3.5,0.105667,0.770415,0.238359,-0.608785,0.383727,0.184368,1.99396,0.71535,0.431829,1536,7
AUG,19960305,7654,3.81,0.105675,0.77064,0.238189,-0.60866,0.383348,0.184395,1.99339,0.714796,0.431503,1537,8
AUG,19960307,7696,1.75,0.105677,0.770281,0.23839,-0.608771,0.383755,0.184406,1.99413,0.715532,0.43194,1540,9
AUG,19960307,7707,1.75,0.105675,0.770399,0.238278,-0.608738,0.383664,0.184381,1.99395,0.715303,0.431725,1541,10
AUG,19960307,7707,2.5,0.105684,0.770681,0.237995,-0.608326,0.38323,0.18437,1.99294,0.714304,0.43099,1542,11
AUG,19960424,7933,2.003,0.105672,0.770563,0.238103,-0.608678,0.383564,0.184343,1.99371,0.714961,0.431393,1543,12
AUG,19960424,7933,2.803,0.105667,0.770659,0.237978,-0.608686,0.383568,0.184311,1.9937,0.714904,0.43106,1544,13
AUG,19960424,7933,3.503,0.105667,0.770671,0.237944,-0.608667,0.383576,0.184305,1.99369,0.714867,0.43098,1545,14
AUG,19960424,7934,2.002,0.105671,0.770568,0.238093,-0.608696,0.383576,0.184336,1.99374,0.714987,0.431376,1546,15
AUG,19960424,7934,3.002,0.105667,0.770641,0.238003,-0.608701,0.383577,0.184313,1.99374,0.714961,0.431101,1547,16
AUG,19960502,8006,3.4,0.105669,0.770616,0.238038,-0.608668,0.383529,0.184304,1.99365,0.714876,0.431289,1548,17
AUG,19960502,8007,2.25,0.105673,0.770413,0.238245,-0.608746,0.383678,0.184353,1.99398,0.715293,0.431699,1549,18
AUG,19960502,8007,3.2,0.105664,0.770388,0.23826,-0.608917,0.383825,0.184329,1.99433,0.715585,0.431798,1550,19
AUG,19960503,8030,2.55,0.105648,0.771011,0.238126,-0.608958,0.383137,0.186021,1.99312,0.714447,0.430949,1557,20
AUG,19960507,8040,1.55,0.105657,0.770135,0.238606,-0.608854,0.383825,0.184371,1.99437,0.715972,0.432234,1559,21
AUG,19960507,8041,1.6,0.105659,0.770181,0.238706,-0.608868,0.383661,0.184321,1.9942,0.715991,0.432311,1560,22
AUG,19960507,8041,2.1,0.10564,0.769984,0.239257,-0.609388,0.383819,0.183961,1.99518,0.717644,0.43273,1561,23
AUG,19960507,8042,1.6,0.10566,0.77019,0.238682,-0.608855,0.38366,0.18434,1.99418,0.715933,0.432295,1562,24
AUG,19960507,8042,2.102,0.105642,0.770068,0.239235,-0.609324,0.383655,0.184008,1.99488,0.717361,0.432718,1563,25
AUG,19960507,8044,2.6,0.105665,0.770333,0.238311,-0.608903,0.383837,0.184347,1.99436,0.715653,0.431877,1564,26
AUG,19960507,8044,3.0,0.105665,0.770325,0.23831,-0.608907,0.383854,0.184345,1.99439,0.71567,0.431881,1565,27
AUG,19960507,8044,3.1,0.105665,0.770327,0.238313,-0.608903,0.383845,0.184347,1.99437,0.715657,0.431887,1566,28
AUG,19960507,8045,2.0,0.10567,0.770532,0.238095,-0.60868,0.383585,0.184313,1.99379,0.715043,0.431379,1567,29
AUG,19960507,8045,2.85,0.10566,0.770275,0.238377,-0.608974,0.383909,0.184355,1.99453,0.715841,0.432028,1568,30
AUG,19960509,8087,1.6,0.10566,0.770174,0.238668,-0.608854,0.383699,0.184344,1.99423,0.715952,0.432282,1569,31
AUG,19960509,8087,2.1,0.105641,0.769989,0.239238,-0.609358,0.383797,0.183984,1.99512,0.717566,0.432719,1570,32
AUG,19960509,8087,2.13,0.105641,0.769983,0.239252,-0.609366,0.383797,0.183978,1.99514,0.717602,0.432728,1571,33
AUG,19960509,8087,2.98,0.105686,0.770148,0.23848,-0.608851,0.383926,0.184469,1.99442,0.715784,0.43222,1572,34
AUG,19960509,8090,1.9,0.105661,0.77018,0.238622,-0.608836,0.383723,0.184376,1.99422,0.715868,0.432255,1573,35
AUG,19960509,8090,3.1,0.105689,0.770097,0.238425,-0.60893,0.384119,0.18451,1.99472,0.715907,0.432261,1574,36
AUG,19960509,8090,3.412,0.105684,0.770179,0.238526,-0.608789,0.383788,0.184431,1.99421,0.715717,0.432179,1575,37
AUG,19960509,8092,1.8,0.105678,0.77041,0.238101,-0.608619,0.383415,0.184444,1.99377,0.715081,0.431512,1576,38
AUG,19960509,8092,1.958,0.105676,0.770489,0.238045,-0.608569,0.383238,0.184455,1.99354,0.714905,0.431377,1577,39
AUG,19960509,8092,2.25,0.105682,0.770611,0.237836,-0.608096,0.382802,0.184474,1.99262,0.714101,0.430764,1578,40
AUG,19960509,8092,3.35,0.105681,0.770686,0.237798,-0.60802,0.382629,0.184482,1.99233,0.713838,0.430721,1579,41
AUG,19960509,8093,1.8,0.105675,0.770484,0.238253,-0.608698,0.383504,0.184364,1.99369,0.715057,0.431762,1580,42
AUG,19960509,8093,3.2,0.105683,0.770696,0.237975,-0.608288,0.383179,0.184345,1.99284,0.714186,0.431031,1581,43
AUG,19960509,8095,1.8,0.105672,0.770414,0.238343,-0.608717,0.38369,0.184337,1.99387,0.715278,0.43177,1582,44
AUG,19960509,8095,2.494,0.105682,0.770443,0.238286,-0.608588,0.383624,0.184338,1.99365,0.715076,0.431571,1583,45
AUG,19960509,8096,1.734,0.105672,0.770434,0.238331,-0.608704,0.383669,0.184332,1.99382,0.715227,0.431744,1585,46
AUG,19960509,8096,1.8,0.105672,0.770435,0.238329,-0.60871,0.383677,0.184329,1.99383,0.715239,0.431734,1586,47
AUG,19960514,8116,1.85,0.105664,0.77058,0.238244,-0.608893,0.3835,0.184335,1.99386,0.715197,0.431808,1595,48
AUG,19960514,8121,1.85,0.105674,0.7705,0.238209,-0.608676,0.383511,0.184353,1.99368,0.715013,0.431663,1602,49
AUG,19960514,8121,2.35,0.105673,0.770548,0.23816,-0.60867,0.38349,0.184341,1.99363,0.714946,0.431549,1603,50
AUG,19960514,8121,2.5,0.105672,0.770552,0.238153,-0.608672,0.383494,0.18434,1.99364,0.714944,0.431535,1604,51
AUG,19960514,8121,3.0,0.105673,0.770542,0.23816,-0.608671,0.383502,0.184343,1.99365,0.714963,0.43154,1605,52
AUG,19960514,8123,2.248,0.105675,0.770469,0.238096,-0.608611,0.383227,0.184457,1.9936,0.715037,0.431428,1606,53
AUG,19960514,8123,2.5,0.105676,0.770453,0.238119,-0.608615,0.383241,0.184455,1.99363,0.715074,0.431464,1607,54
AUG,19960514,8123,2.698,0.105676,0.770442,0.238128,-0.608626,0.38327,0.184454,1.99366,0.715107,0.43148,1608,55
AUG,19960514,8125,2.5,0.10567,0.770402,0.238213,-0.608829,0.383396,0.184445,1.99402,0.715447,0.431733,1609,56
AUG,19960514,8125,3.3,0.105686,0.770421,0.237923,-0.60818,0.383171,0.184448,1.99314,0.714532,0.430935,1610,57
AUG,19960514,8126,2.652,0.10567,0.770568,0.238135,-0.608716,0.383517,0.184327,1.99371,0.714992,0.431515,1611,58
AUG,19960514,8127,2.25,0.105669,0.770569,0.238135,-0.608717,0.383512,0.184323,1.99371,0.714986,0.431528,1612,59
AUG,19960515,8135,2.05,0.105659,0.770161,0.238544,-0.608816,0.383818,0.184419,1.99429,0.715803,0.4322,1615,60
AUG,19960515,8153,3.6,0.105658,0.770904,0.238636,-0.608641,0.38269,0.184075,1.99248,0.714715,0.431737,1617,61
AUG,19960515,8153,3.885,0.10565,0.771332,0.238663,-0.608579,0.382096,0.183895,1.99151,0.714036,0.431591,1618,62
AUG,19960521,8168,2.95,0.105654,0.770919,0.238381,-0.608914,0.383184,0.184169,1.9932,0.714868,0.431698,1619,63
AUG,19960521,8169,1.8,0.105654,0.770785,0.238397,-0.60893,0.383351,0.184183,1.99349,0.7151,0.431766,1620,64
AUG,19960521,8170,2.2,0.105656,0.772286,0.237169,-0.608478,0.382575,0.184138,1.99098,0.711698,0.429731,1621,65
AUG,19960521,8170,3.2,0.10566,0.771433,0.237545,-0.608658,0.383381,0.184194,1.99267,0.713455,0.430382,1622,66
AUG,19960521,8173,2.4,0.105664,0.770696,0.238188,-0.608849,0.383349,0.184331,1.99359,0.71494,0.431693,1623,67
AUG,19960521,8174,1.603,0.105672,0.770171,0.238518,-0.608799,0.383818,0.184441,1.99425,0.715728,0.43219,1626,68
AUG,19960521,8174,2.5,0.105665,0.770442,0.238434,-0.608859,0.383426,0.18432,1.99387,0.715453,0.432021,1627,69
AUG,19960521,8175,2.6,0.105663,0.770855,0.23813,-0.608838,0.383151,0.18432,1.99328,0.714654,0.431602,1629,70
AUG,19960521,8175,3.6,0.105662,0.771009,0.238079,-0.608798,0.382937,0.184322,1.99292,0.714318,0.431525,1630,71
AUG,19960521,8176,1.75,0.105663,0.770577,0.238195,-0.608889,0.383558,0.18432,1.99394,0.715235,0.431672,1631,72
AUG,19960521,8176,3.75,0.105669,0.770466,0.238293,-0.608826,0.383596,0.184365,1.99393,0.715294,0.431839,1633,73
AUG,19960521,8177,3.75,0.105669,0.770519,0.238281,-0.60882,0.38352,0.184365,1.99381,0.715185,0.431828,1636,74
AUG,19960521,8178,1.9,0.105663,0.770654,0.238165,-0.608872,0.383454,0.184314,1.99377,0.715075,0.431629,1637,75
AUG,19960521,8179,1.85,0.105663,0.770651,0.238179,-0.608873,0.383445,0.18432,1.99376,0.715078,0.431654,1639,76
AUG,19960521,8180,1.9,0.105669,0.770197,0.23868,-0.60883,0.383488,0.184348,1.99406,0.715872,0.432343,1642,77
AUG,19960522,8185,1.9,0.105664,0.770612,0.238207,-0.608875,0.383478,0.184326,1.99381,0.715142,0.431703,1645,78
AUG,19960522,8186,1.85,0.10567,0.770139,0.238723,-0.608832,0.383531,0.184355,1.99414,0.715979,0.432402,1646,79
AUG,19960522,8189,1.9,0.105663,0.770666,0.23819,-0.608882,0.383414,0.184322,1.99372,0.715052,0.431695,1647,80
AUG,19960522,8190,1.9,0.105664,0.770608,0.238214,-0.608872,0.383476,0.18433,1.9938,0.715142,0.431719,1650,81
AUG,19960522,8191,2.2,0.10568,0.770188,0.23851,-0.608795,0.383791,0.184431,1.99422,0.715693,0.43218,1653,82
AUG,19960522,8191,3.5,0.105668,0.770352,0.238478,-0.60884,0.383564,0.184355,1.99397,0.715449,0.432214,1654,83
AUG,19960522,8193,2.0,0.105685,0.77006,0.238583,-0.608855,0.384001,0.184513,1.99452,0.715987,0.432308,1655,84
AUG,19960522,8193,2.6,0.105682,0.770155,0.238524,-0.608809,0.383845,0.184446,1.9943,0.715768,0.432204,1656,85
AUG,19960522,8193,2.8,0.105681,0.770178,0.238514,-0.608798,0.383808,0.184436,1.99424,0.715719,0.43218,1657,86
AUG,19960522,8193,3.4,0.105671,0.770242,0.238501,-0.608824,0.383722,0.184398,1.99417,0.715658,0.432162,1658,87
AUG,19960522,8193,3.55,0.105669,0.770269,0.238494,-0.608833,0.383687,0.184383,1.99413,0.715631,0.432152,1659,88
AUG,19960523,8217,1.897,0.105647,0.76993,0.238932,-0.609094,0.38404,0.184039,1.99513,0.717158,0.432246,1670,89
AUG,19960524,8230,2.45,0.105668,0.770346,0.238359,-0.608784,0.383809,0.184364,1.9941,0.715463,0.431855,1672,90
AUG,19960524,8231,2.504,0.105667,0.770373,0.238332,-0.608781,0.383812,0.184352,1.99408,0.715422,0.431796,1673,91
AUG,19960524,8231,3.504,0.105667,0.770369,0.238327,-0.60879,0.383834,0.184349,1.99412,0.715445,0.431782,1674,92
AUG,19960611,8253,1.598,0.105686,0.770615,0.238175,-0.608399,0.383384,0.184312,1.99308,0.714528,0.431291,1676,93
AUG,19960611,8253,1.998,0.105685,0.770554,0.238213,-0.608467,0.383476,0.184322,1.99329,0.714741,0.431358,1677,94
AUG,19960611,8253,3.248,0.105685,0.770396,0.238321,-0.608605,0.383646,0.184362,1.99372,0.715163,0.431655,1678,95
AUG,19960611,8254,2.25,0.105673,0.770396,0.238353,-0.60872,0.383702,0.184348,1.9939,0.715317,0.431775,1679,96
AUG,19960611,8255,1.751,0.105675,0.770315,0.238414,-0.608743,0.383734,0.184381,1.99401,0.715451,0.431936,1681,97
AUG,19960611,8255,2.251,0.105673,0.770315,0.238403,-0.608753,0.383764,0.184373,1.99405,0.715482,0.431897,1683,98
AUG,19960611,8256,1.751,0.10567,0.770226,0.238259,-0.608919,0.383839,0.184419,1.99458,0.715832,0.431862,1684,99
AUG,19960614,8287,1.998,0.105679,0.770569,0.238089,-0.608483,0.383392,0.184344,1.99333,0.714659,0.431332,1685,100
AUG,19960614,8287,2.498,0.105678,0.770601,0.238055,-0.608474,0.383377,0.184338,1.99329,0.71461,0.431246,1686,101
AUG,19960704,8374,1.7,0.105663,0.770307,0.238284,-0.608935,0.383917,0.184321,1.99451,0.715735,0.431875,1687,102
AUG,19960704,8374,3.0,0.105654,0.770909,0.237955,-0.60903,0.383392,0.184228,1.99377,0.714905,0.431338,1688,103
AUG,19960704,8376,1.6,0.105665,0.770428,0.238204,-0.608866,0.38375,0.184303,1.99421,0.715432,0.431733,1689,104
AUG,19960704,8379,1.4,0.10568,0.770181,0.238561,-0.608733,0.383715,0.184382,1.9941,0.715709,0.432125,1690,105
AUG,19960704,8381,1.6,0.10568,0.770183,0.238556,-0.608754,0.383729,0.184398,1.99413,0.715715,0.432148,1691,106
AUG,19960704,8383,1.7,0.105653,0.770714,0.238283,-0.608983,0.383634,0.184206,1.99387,0.715244,0.431662,1692,107
AUG,19960704,8384,1.4,0.105675,0.770728,0.2381,-0.608456,0.383406,0.184245,1.99308,0.714453,0.431148,1693,108
AUG,19960712,8453,2.3,0.105676,0.770145,0.238602,-0.60877,0.383635,0.184366,1.99416,0.715856,0.432216,1695,109
AUG,19960712,8455,2.2,0.105657,0.769975,0.238833,-0.609103,0.383756,0.184253,1.99488,0.716787,0.432596,1697,110
AUG,19960718,8494,3.3,0.105665,0.771627,0.236885,-0.608569,0.383886,0.18429,1.99288,0.712823,0.429442,1698,111
AUG,19960718,8495,2.8,0.105684,0.770449,0.238293,-0.608565,0.383589,0.184346,1.99359,0.715065,0.431523,1699,112
AUG,19960718,8503,2.35,0.105665,0.770227,0.238461,-0.608918,0.383738,0.184305,1.99441,0.715931,0.432119,1700,113
AUG,19960718,8504,2.15,0.105667,0.770175,0.238478,-0.608884,0.383827,0.184349,1.99445,0.715928,0.43214,1701,114
AUG,19960718,8504,4.0,0.105662,0.770273,0.238422,-0.608971,0.383729,0.184272,1.99445,0.715917,0.432122,1702,115
AUG,19960718,8505,2.6,0.105656,0.77035,0.2386,-0.608938,0.383616,0.184217,1.99413,0.715849,0.432188,1703,116
AUG,19960718,8506,2.55,0.105657,0.77031,0.238584,-0.608921,0.383674,0.184251,1.99419,0.71586,0.43218,1704,117
AUG,19960718,8516,3.735,0.10567,0.770276,0.238333,-0.608772,0.383706,0.184293,1.99421,0.715664,0.431809,1705,118
AUG,19960719,8524,1.7,0.105665,0.770032,0.238757,-0.608921,0.383657,0.1843,1.99449,0.716345,0.432494,1708,119
AUG,19960719,8524,3.28,0.105669,0.770183,0.238806,-0.608846,0.383293,0.184324,1.99394,0.715986,0.432534,1709,120
AUG,19960719,8526,1.7,0.105664,0.770029,0.238797,-0.608939,0.383601,0.184281,1.99448,0.716404,0.432549,1711,121
AUG,19960719,8529,1.6,0.105666,0.770085,0.238685,-0.608903,0.383693,0.184324,1.99443,0.716189,0.432386,1713,122
AUG,19960719,8529,1.775,0.105665,0.770071,0.23878,-0.608915,0.383555,0.184297,1.99437,0.716304,0.432486,1714,123
AUG,19960719,8531,1.6,0.105666,0.770081,0.238683,-0.608897,0.383697,0.184325,1.99443,0.716185,0.432382,1715,124
AUG,19960719,8532,1.6,0.105666,0.770087,0.238661,-0.608896,0.383729,0.184336,1.99445,0.716154,0.432362,1716,125
AUG,19960719,8533,1.6,0.105665,0.770064,0.238678,-0.608903,0.38374,0.18433,1.99449,0.716218,0.432381,1717,126
AUG,19960730,8604,3.6,0.105678,0.770227,0.238454,-0.60878,0.383757,0.184405,1.99417,0.715632,0.432074,1721,127
AUG,19960730,8605,3.55,0.105678,0.770236,0.238441,-0.608774,0.383749,0.184398,1.99416,0.715615,0.432048,1722,128
AUG,19960730,8607,2.0,0.105669,0.770236,0.238475,-0.608853,0.383746,0.18438,1.99426,0.715753,0.432126,1723,129
AUG,19960730,8607,3.05,0.105669,0.770278,0.238451,-0.608857,0.383706,0.184371,1.99421,0.715694,0.432084,1724,130
AUG,19960730,8607,3.5,0.105667,0.770334,0.238436,-0.608877,0.383632,0.184355,1.99413,0.71564,0.432066,1725,131
AUG,19980227,10008,1.9,0.105676,0.770465,0.238244,-0.608621,0.383686,0.184314,1.99372,0.715064,0.431547,1737,132
AUG,19980227,10008,2.15,0.105672,0.770821,0.237992,-0.608413,0.383412,0.184202,1.99297,0.714255,0.430919,1738,133
AUG,19980227,10008,2.6,0.105666,0.771563,0.237644,-0.608051,0.382613,0.184078,1.99122,0.712557,0.430062,1739,134
AUG,19980227,10009,1.635,0.105661,0.770121,0.238547,-0.608769,0.38381,0.184471,1.99425,0.715759,0.432235,1742,135
AUG,19980227,10009,1.85,0.105655,0.770318,0.238424,-0.608902,0.383861,0.184344,1.9943,0.715676,0.432024,1743,136
AUG,19980227,10009,2.15,0.10565,0.770828,0.238161,-0.609057,0.383725,0.184181,1.99392,0.715071,0.431586,1744,137
AUG,19980227,10009,2.45,0.105645,0.771197,0.238043,-0.609159,0.383512,0.184069,1.99354,0.71467,0.431324,1745,138
AUG,19980227,10009,2.85,0.105642,0.771841,0.237888,-0.609145,0.382855,0.183989,1.99235,0.713558,0.431038,1746,139
AUG,19980227,10009,3.15,0.105639,0.772313,0.237742,-0.609141,0.382427,0.183932,1.99153,0.71272,0.430813,1747,140
AUG,19980227,10009,3.3,0.105635,0.772616,0.237624,-0.609198,0.382248,0.183867,1.99116,0.712261,0.430668,1748,141
AUG,19980227,10009,3.675,0.105633,0.773144,0.237472,-0.609136,0.381685,0.183835,1.99008,0.711154,0.430535,1749,142
AUG,19980227,10010,1.635,0.105655,0.770335,0.238414,-0.608902,0.383849,0.184344,1.99427,0.715632,0.432027,1750,143
AUG,19980227,10010,1.85,0.105649,0.770665,0.238223,-0.609076,0.383867,0.184199,1.99422,0.715377,0.431707,1751,144
AUG,19980227,10010,2.05,0.105646,0.771148,0.23802,-0.609152,0.383598,0.18409,1.99364,0.71468,0.431364,1752,145
AUG,19980227,10010,2.45,0.10564,0.771889,0.237857,-0.609194,0.382882,0.183959,1.9924,0.713561,0.43099,1753,146
AUG,19980227,10010,2.85,0.105636,0.772587,0.237633,-0.609141,0.382221,0.183885,1.99111,0.712254,0.430622,1754,147
AUG,19980227,10010,3.15,0.105633,0.773,0.237489,-0.609166,0.38189,0.183824,1.99045,0.711508,0.430494,1755,148
AUG,19980227,10010,3.45,0.105631,0.773401,0.237375,-0.609122,0.381461,0.183804,1.98963,0.71066,0.430407,1756,149
AUG,19980227,10010,3.85,0.105628,0.774456,0.237198,-0.608991,0.38012,0.1838,1.98724,0.708379,0.43043,1757,150
AUG,19980303,10024,2.8,0.105644,0.771061,0.237937,-0.609495,0.383574,0.184218,1.99434,0.715295,0.431485,1758,151
AUG,19980409,10346,2.35,0.105657,0.770083,0.238696,-0.60901,0.3838,0.184337,1.99464,0.716344,0.432403,1776,152
AUG,19980409,10346,3.0,0.10565,0.77004,0.238862,-0.609254,0.38379,0.184272,1.99499,0.716861,0.432684,1777,153
AUG,19980409,10347,2.35,0.105654,0.770136,0.238877,-0.609172,0.383533,0.184256,1.99461,0.716621,0.43262,1778,154
AUG,19980409,10347,2.9,0.105647,0.770122,0.238959,-0.609351,0.3836,0.184268,1.99486,0.71687,0.432879,1779,155
AUG,19980409,10347,3.25,0.105646,0.770136,0.23899,-0.609394,0.383565,0.184261,1.99487,0.71692,0.432931,1780,156
AUG,19980409,10348,2.35,0.105652,0.770091,0.238901,-0.609228,0.383605,0.184236,1.99479,0.716809,0.43265,1781,157
AUG,19980409,10348,2.9,0.105648,0.770111,0.238963,-0.609343,0.383603,0.184266,1.99486,0.716883,0.432874,1782,158
AUG,19980409,10348,3.25,0.105647,0.770134,0.238963,-0.60936,0.383586,0.18427,1.99485,0.716859,0.432892,1783,159
AUG,19980416,10390,3.55,0.105675,0.770444,0.238348,-0.608536,0.382851,0.184456,1.99319,0.714985,0.431779,1789,160
AUG,19980416,10394,2.35,0.105655,0.77004,0.238809,-0.60911,0.383755,0.184287,1.99479,0.716642,0.432545,1790,161
AUG,19980416,10395,2.375,0.105655,0.770039,0.238819,-0.609096,0.383733,0.184289,1.99476,0.716626,0.432553,1791,162
AUG,19980416,10396,2.35,0.105661,0.770059,0.238766,-0.608968,0.383673,0.184299,1.99454,0.716407,0.432409,1792,163
AUG,19980416,10397,2.15,0.105656,0.770036,0.238797,-0.609062,0.383748,0.184303,1.99472,0.716559,0.432532,1793,164
AUG,19980416,10397,2.3,0.105654,0.770016,0.238854,-0.609134,0.383739,0.184274,1.99484,0.716743,0.432602,1794,165
AUG,19980416,10397,2.85,0.105648,0.769982,0.238992,-0.609353,0.383754,0.184229,1.99515,0.71717,0.432871,1795,166
AUG,19980417,10403,2.2,0.105649,0.770836,0.238235,-0.60907,0.383644,0.184142,1.99388,0.715198,0.431556,1797,167
AUG,19980512,10584,3.15,0.105646,0.770748,0.23952,-0.608998,0.382078,0.183942,1.99243,0.715743,0.433044,1821,168
AUG,19980526,10729,3.195,0.10565,0.771634,0.237898,-0.609004,0.382348,0.184305,1.99216,0.713547,0.431263,1826,169
AUG,19980528,10765,1.9,0.105672,0.770515,0.238215,-0.60872,0.383534,0.184364,1.99375,0.715108,0.431578,1833,170
AUG,19980528,10769,1.9,0.105662,0.770017,0.238837,-0.60911,0.383352,0.18439,1.99463,0.716667,0.432672,1835,171
AUG,19980528,10769,2.15,0.105659,0.770138,0.238906,-0.609156,0.382963,0.1844,1.99429,0.716525,0.432834,1836,172
AUG,19980528,10769,2.4,0.105657,0.770312,0.238954,-0.609127,0.38251,0.184426,1.99374,0.716169,0.432935,1837,173
AUG,19980528,10769,2.75,0.105646,0.770401,0.239251,-0.60969,0.382284,0.18443,1.99413,0.716812,0.433706,1838,174
AUG,19980528,10769,3.2,0.105637,0.77077,0.239489,-0.610011,0.381365,0.184471,1.99345,0.71657,0.434371,1839,175
AUG,19980528,10769,3.325,0.105632,0.77093,0.23958,-0.610187,0.380957,0.184473,1.99321,0.716469,0.434741,1840,176
AUG,19980724,11126,4.775,0.105665,0.770856,0.237954,-0.60864,0.383211,0.184301,1.99318,0.714441,0.431104,1851,177
AUG,19980724,11127,4.775,0.105671,0.77063,0.238158,-0.608687,0.383389,0.184355,1.9935,0.714857,0.431489,1853,178
AUG,19980730,11171,3.0,0.10569,0.770301,0.239272,-0.608563,0.382687,0.184799,1.99247,0.71494,0.433484,1857,179
AUG,19980730,11175,3.25,0.105689,0.770355,0.239279,-0.608574,0.382597,0.184801,1.99236,0.714881,0.433477,1858,180
AUG,19980804,11190,3.0,0.105688,0.77035,0.239234,-0.608559,0.382643,0.18479,1.9924,0.714863,0.433407,1859,181
AUG,19980804,11190,5.0,0.105688,0.770371,0.239245,-0.608551,0.382591,0.184796,1.99233,0.714823,0.43341,1860,182
AUG,19980804,11190,6.0,0.105688,0.770367,0.239212,-0.608571,0.382651,0.184781,1.99242,0.714867,0.433354,1861,183
AUG,19980804,11197,1.925,0.105689,0.770324,0.239276,-0.608555,0.382628,0.184798,1.9924,0.71492,0.433448,1862,184
AUG,19980804,11197,2.225,0.105692,0.770358,0.239401,-0.608517,0.382428,0.184863,1.99208,0.714755,0.433679,1863,185
AUG,19980804,11197,2.45,0.10569,0.77035,0.239325,-0.608504,0.382509,0.184833,1.99218,0.714769,0.433539,1864,186
AUG,19980804,11197,2.65,0.105691,0.770294,0.23931,-0.608535,0.382632,0.184818,1.99238,0.714908,0.433535,1865,187
AUG,19980804,11197,2.85,0.105689,0.770268,0.239252,-0.608575,0.38276,0.184785,1.9926,0.715029,0.433444,1866,188
AUG,19980804,11197,3.05,0.105689,0.770229,0.239214,-0.608581,0.382868,0.184768,1.99275,0.715119,0.433371,1867,189
AUG,19980804,11197,3.25,0.105687,0.77018,0.239139,-0.608617,0.383042,0.184724,1.99303,0.715281,0.433244,1868,190
AUG,19980804,11197,3.45,0.105686,0.770153,0.239088,-0.60864,0.383152,0.184696,1.99321,0.715379,0.43316,1869,191
AUG,19980804,11197,3.65,0.105686,0.770119,0.239036,-0.608669,0.383285,0.184669,1.99342,0.715494,0.433076,1870,192
AUG,19980804,11197,3.825,0.105684,0.770108,0.238975,-0.60867,0.383356,0.18464,1.99352,0.715535,0.432961,1871,193
AUG,19980804,11197,3.975,0.105683,0.770105,0.238912,-0.60871,0.383451,0.184606,1.99369,0.715614,0.432869,1872,194
AUG,19980804,11197,4.15,0.105682,0.770104,0.238856,-0.608739,0.383532,0.18458,1.99382,0.715665,0.432788,1873,195
AUG,19980804,11197,4.35,0.10568,0.770109,0.238758,-0.608756,0.383637,0.184538,1.99398,0.715707,0.432613,1874,196
AUG,19980804,11197,4.675,0.105678,0.770123,0.238659,-0.608776,0.383731,0.184496,1.99412,0.71574,0.432439,1875,197
AUG,19980804,11197,5.05,0.105678,0.770127,0.238612,-0.608792,0.383783,0.184475,1.99421,0.715769,0.43236,1876,198
AUG,19980804,11198,4.6,0.105689,0.770423,0.239295,-0.608536,0.382454,0.184824,1.99211,0.714695,0.433495,1877,199
AUG,19980806,11207,2.0,0.105689,0.770257,0.239229,-0.608617,0.382826,0.18476,1.99273,0.715126,0.43341,1878,200
AUG,19980806,11207,2.68,0.105684,0.770225,0.239077,-0.608304,0.382847,0.184771,1.99242,0.714705,0.433051,1879,201
AUG,19980806,11208,2.0,0.105688,0.770336,0.239193,-0.60858,0.382718,0.184761,1.99251,0.714845,0.433474,1880,202
AUG,19980806,11208,2.975,0.105685,0.770347,0.239088,-0.60831,0.382644,0.184783,1.9921,0.714365,0.433274,1881,203
AUG,19980806,11209,2.0,0.105687,0.770367,0.239186,-0.608381,0.38255,0.184801,1.99206,0.714431,0.433466,1882,204
AUG,19980806,11212,3.05,0.105683,0.770357,0.239041,-0.608429,0.382749,0.184737,1.99238,0.714571,0.433199,1883,205
AUG,19980806,11213,2.0,0.105688,0.77036,0.239216,-0.60857,0.382652,0.184775,1.9924,0.714777,0.433519,1884,206
AUG,19980806,11222,2.75,0.105673,0.770152,0.238441,-0.608875,0.38381,0.184421,1.99448,0.715915,0.43208,1885,207
AUG,19990211,11568,3.7,0.105679,0.770476,0.238249,-0.608749,0.383674,0.184427,1.99381,0.715015,0.431863,1889,208
AUG,19990218,11598,3.5,0.105678,0.770636,0.238145,-0.608718,0.383537,0.18442,1.99353,0.714675,0.431703,1890,209
AUG,19990218,11600,3.4,0.105681,0.770241,0.238455,-0.608788,0.383783,0.184435,1.99416,0.715575,0.432103,1891,210
AUG,19990218,11600,3.925,0.105667,0.770664,0.238132,-0.608857,0.383634,0.184414,1.99375,0.714809,0.431752,1892,211
