TOK_added,DATE_added,SHOT_added,TIME_added,α0,αI,αB,αP,αn,αM,αR,αe,αk,ind_added,id
AUG,20020611,15957,6.375,0.105675,0.770434,0.238439,-0.608736,0.383465,0.184395,1.99367,0.715177,0.432024,2577,607
AUG,20020613,15962,3.3,0.105683,0.770064,0.238553,-0.608834,0.383963,0.184458,1.99451,0.715972,0.432258,2578,608
AUG,20020613,15963,3.35,0.105679,0.770251,0.238489,-0.608778,0.383713,0.184424,1.99408,0.715558,0.43213,2579,609
AUG,20020613,15963,5.85,0.105681,0.770119,0.238536,-0.608817,0.383888,0.184451,1.99438,0.715844,0.432231,2580,610
AUG,20020613,15964,2.75,0.105682,0.770095,0.238543,-0.608823,0.38392,0.184454,1.99443,0.715898,0.432243,2581,611
AUG,20020613,15964,4.6,0.10568,0.770192,0.23851,-0.608796,0.38379,0.184435,1.99421,0.715687,0.432175,2582,612
AUG,20020613,15964,5.4,0.105678,0.770262,0.238488,-0.608778,0.383699,0.184423,1.99406,0.715537,0.432134,2583,613
AUG,20020613,15964,6.0,0.105679,0.770257,0.238489,-0.608777,0.383704,0.184425,1.99406,0.715544,0.432137,2584,614
AUG,20020613,15966,2.5,0.105672,0.770363,0.238561,-0.608769,0.383394,0.184371,1.99372,0.715411,0.432196,2586,615
AUG,20020613,15966,2.85,0.105673,0.770381,0.238561,-0.608762,0.383362,0.184373,1.99367,0.715374,0.432186,2587,616
AUG,20020613,15966,4.25,0.105673,0.770409,0.238566,-0.608751,0.383303,0.18437,1.99358,0.715315,0.432182,2588,617
AUG,20020613,15967,4.1,0.105663,0.770249,0.2385,-0.608836,0.38364,0.184217,1.99421,0.715739,0.432124,2589,618
AUG,20020613,15967,4.35,0.105665,0.770315,0.238515,-0.608794,0.383498,0.184248,1.99396,0.715579,0.4321,2590,619
AUG,20020613,15967,4.55,0.105666,0.770365,0.238523,-0.608772,0.383402,0.184266,1.9938,0.715473,0.432076,2591,620
AUG,20020613,15970,3.0,0.105667,0.770871,0.238639,-0.608615,0.382335,0.184304,1.99219,0.714327,0.432285,2592,621
AUG,20020613,15970,4.9,0.105669,0.770758,0.238613,-0.608631,0.382569,0.184324,1.99251,0.714545,0.432233,2593,622
AUG,20020613,15972,3.25,0.105669,0.770742,0.238617,-0.608634,0.382586,0.18432,1.99255,0.714575,0.43225,2594,623
AUG,20020613,15974,3.25,0.105666,0.770951,0.238653,-0.608588,0.382161,0.184292,1.99194,0.714148,0.432309,2595,624
AUG,20020613,15975,2.1,0.105682,0.770049,0.238462,-0.608806,0.384134,0.184521,1.99459,0.715867,0.432184,2596,625
AUG,20020613,15975,2.8,0.10568,0.770101,0.238465,-0.608784,0.384026,0.184512,1.99443,0.71574,0.432195,2597,626
AUG,20020613,15975,4.25,0.105673,0.770316,0.238546,-0.608773,0.383499,0.184379,1.99386,0.715498,0.432165,2598,627
AUG,20020613,15975,5.4,0.105674,0.770326,0.238539,-0.608768,0.383492,0.184382,1.99384,0.715467,0.432159,2599,628
AUG,20020712,16168,2.75,0.105679,0.77009,0.238514,-0.608801,0.383963,0.184474,1.99443,0.715848,0.432213,2616,629
AUG,20020712,16168,5.75,0.105676,0.770186,0.238516,-0.608801,0.383794,0.184433,1.99423,0.715712,0.432182,2617,630
AUG,20020712,16169,3.15,0.105674,0.770234,0.23851,-0.6088,0.383722,0.184418,1.99413,0.715627,0.432172,2618,631
AUG,20020712,16169,4.45,0.105678,0.770131,0.23852,-0.608804,0.383882,0.184448,1.99435,0.715808,0.432193,2619,632
AUG,20020712,16169,5.25,0.105681,0.770058,0.23853,-0.608822,0.383999,0.184459,1.99453,0.715964,0.432211,2620,633
AUG,20020712,16169,5.9,0.105679,0.770142,0.23852,-0.608806,0.383865,0.184444,1.99433,0.715793,0.432192,2621,634
AUG,20020712,16172,2.3,0.105646,0.770476,0.238298,-0.609011,0.383926,0.18435,1.99433,0.715518,0.431881,2622,635
AUG,20020716,16196,1.75,0.105654,0.770206,0.238518,-0.608852,0.38382,0.184407,1.9943,0.715776,0.432182,2631,636
AUG,20020718,16204,4.5,0.105653,0.770237,0.238513,-0.608941,0.383883,0.184323,1.99445,0.715929,0.432138,2636,637
AUG,20020718,16206,3.3,0.105667,0.77072,0.238601,-0.608708,0.382715,0.184324,1.99276,0.714719,0.43223,2638,638
AUG,20020718,16206,4.15,0.105668,0.770657,0.23859,-0.608722,0.382843,0.184332,1.99294,0.714833,0.432238,2639,639
AUG,20020718,16206,5.3,0.105668,0.770693,0.238595,-0.608715,0.382772,0.184329,1.99284,0.714766,0.432235,2640,640
AUG,20020718,16207,2.65,0.105679,0.770128,0.238509,-0.608808,0.383911,0.184456,1.99437,0.7158,0.432199,2641,641
AUG,20020718,16207,3.55,0.105677,0.770193,0.23852,-0.608798,0.383774,0.184431,1.9942,0.715701,0.432181,2642,642
AUG,20020718,16207,4.05,0.105675,0.770251,0.23853,-0.608792,0.383656,0.184412,1.99406,0.715613,0.432169,2643,643
AUG,20020718,16207,5.05,0.105674,0.770368,0.23855,-0.608769,0.383416,0.184389,1.99373,0.715399,0.432166,2644,644
AUG,20020718,16207,5.8,0.105672,0.770447,0.238565,-0.60876,0.383254,0.184372,1.99351,0.71525,0.432196,2645,645
AUG,20020718,16208,3.05,0.105676,0.770204,0.238522,-0.608798,0.383751,0.184426,1.99418,0.715686,0.432178,2646,646
AUG,20020718,16208,3.85,0.105676,0.770283,0.238534,-0.608781,0.383589,0.184406,1.99396,0.715549,0.432161,2647,647
AUG,20020718,16208,4.15,0.105675,0.770295,0.238536,-0.60878,0.383564,0.184404,1.99393,0.715529,0.432162,2648,648
AUG,20020718,16208,5.05,0.105675,0.770323,0.238542,-0.608774,0.383507,0.1844,1.99385,0.71548,0.432159,2649,649
AUG,20020718,16208,5.85,0.105674,0.77039,0.238552,-0.60876,0.383371,0.184387,1.99366,0.715354,0.432157,2650,650
AUG,20030124,16746,2.3,0.105677,0.770102,0.238638,-0.608789,0.383773,0.184481,1.99423,0.715833,0.432384,2694,651
AUG,20030124,16747,2.3,0.105679,0.770088,0.238802,-0.608745,0.38357,0.184552,1.99394,0.715781,0.432645,2695,652
AUG,20030128,16775,1.9,0.105677,0.77009,0.238652,-0.608793,0.383769,0.184467,1.99424,0.715868,0.432396,2698,653
AUG,20030128,16775,2.55,0.105677,0.770027,0.238756,-0.608772,0.38372,0.184488,1.99421,0.715962,0.432541,2699,654
AUG,20030128,16775,3.55,0.105674,0.770034,0.238753,-0.608736,0.383682,0.184492,1.99413,0.715904,0.432513,2700,655
AUG,20030128,16775,4.55,0.105677,0.769974,0.238854,-0.608733,0.383645,0.184512,1.99412,0.716014,0.432664,2701,656
AUG,20030128,16776,1.9,0.105676,0.770091,0.23873,-0.608768,0.383652,0.184491,1.99409,0.715835,0.432509,2702,657
AUG,20030128,16776,2.55,0.105676,0.770068,0.238777,-0.608752,0.383614,0.184501,1.99405,0.715858,0.432574,2703,658
AUG,20030128,16776,3.55,0.105672,0.770091,0.238724,-0.608732,0.383629,0.184492,1.99403,0.715791,0.432474,2704,659
AUG,20030128,16776,4.55,0.105675,0.770048,0.238805,-0.608728,0.38359,0.184508,1.99401,0.715867,0.432596,2705,660
AUG,20030128,16777,1.9,0.105674,0.770152,0.238558,-0.608797,0.383793,0.184448,1.99424,0.715762,0.43225,2706,661
AUG,20030128,16777,2.55,0.105673,0.770126,0.238615,-0.608784,0.383752,0.184461,1.9942,0.715794,0.432332,2707,662
AUG,20030128,16777,3.55,0.105668,0.770173,0.238513,-0.608802,0.383822,0.184438,1.99426,0.715731,0.432182,2708,663
AUG,20030128,16777,4.25,0.105671,0.770133,0.238604,-0.608779,0.38375,0.18446,1.99419,0.715774,0.432313,2709,664
AUG,20030128,16779,1.9,0.105676,0.770111,0.238739,-0.60876,0.383612,0.18451,1.99401,0.71577,0.43254,2710,665
AUG,20030128,16779,2.55,0.105675,0.770109,0.238716,-0.608754,0.383635,0.184502,1.99404,0.715769,0.432497,2711,666
AUG,20030128,16779,3.55,0.105669,0.770157,0.238576,-0.608774,0.383747,0.18446,1.99416,0.715718,0.432275,2712,667
AUG,20030128,16779,4.55,0.105671,0.770143,0.23861,-0.608767,0.383721,0.18447,1.99413,0.715731,0.432326,2713,668
AUG,20030128,16785,2.65,0.105661,0.770057,0.238473,-0.608758,0.38388,0.184652,1.99439,0.715786,0.432076,2714,669
AUG,20030128,16788,2.45,0.105656,0.77005,0.238458,-0.608715,0.383884,0.184633,1.99435,0.715756,0.432019,2715,670
AUG,20030213,16970,1.675,0.105676,0.770112,0.238474,-0.608818,0.383928,0.184422,1.99447,0.715876,0.43211,2719,671
AUG,20030213,16971,1.675,0.105675,0.770069,0.238447,-0.60883,0.384009,0.184411,1.99462,0.715977,0.432062,2721,672
AUG,20030213,16972,1.675,0.105676,0.770089,0.238459,-0.608824,0.383974,0.184416,1.99455,0.715926,0.432087,2723,673
AUG,20030218,17017,4.45,0.105643,0.770179,0.238643,-0.60892,0.383824,0.184278,1.99438,0.715993,0.432404,2725,674
AUG,20030306,17148,3.25,0.105674,0.769792,0.238776,-0.608803,0.383916,0.184542,1.99467,0.716342,0.432706,2726,675
AUG,20030306,17148,5.25,0.105664,0.771177,0.237973,-0.608685,0.383195,0.184285,1.99266,0.713797,0.431222,2727,676
AUG,20030306,17149,3.75,0.105672,0.770032,0.2386,-0.60881,0.383884,0.184466,1.99445,0.715981,0.432346,2728,677
AUG,20030306,17149,5.25,0.105667,0.770641,0.23824,-0.60876,0.383582,0.18435,1.99359,0.714884,0.431652,2729,678
AUG,20030306,17150,3.75,0.105672,0.770031,0.238602,-0.608809,0.383881,0.184467,1.99445,0.715979,0.432349,2730,679
AUG,20030306,17150,5.25,0.105667,0.770579,0.238279,-0.608766,0.38361,0.184362,1.99367,0.714998,0.431725,2731,680
AUG,20030306,17151,3.75,0.105672,0.769928,0.238683,-0.608805,0.383887,0.184501,1.99453,0.716136,0.43251,2732,681
AUG,20030306,17151,5.25,0.105662,0.771376,0.237871,-0.608656,0.383056,0.184261,1.99232,0.7134,0.431044,2733,682
AUG,20030403,17387,3.525,0.10568,0.770037,0.238641,-0.608993,0.384215,0.182893,1.99497,0.71651,0.43279,2764,683
AUG,20030403,17387,4.2,0.105667,0.77007,0.238529,-0.608709,0.384179,0.182186,1.9946,0.716134,0.432689,2765,684
AUG,20030403,17387,5.0,0.105654,0.770143,0.238483,-0.608597,0.383922,0.183028,1.99417,0.715714,0.432378,2766,685
AUG,20030403,17388,4.3,0.105665,0.77017,0.238489,-0.608689,0.384052,0.182366,1.99436,0.715847,0.432644,2769,686
AUG,20030403,17388,5.0,0.105654,0.770191,0.23848,-0.608614,0.383856,0.183142,1.99408,0.71561,0.432387,2770,687
AUG,20030403,17389,3.875,0.105684,0.770243,0.238614,-0.608815,0.384393,0.181453,1.99464,0.716288,0.432667,2771,688
AUG,20030403,17389,4.5,0.105669,0.770332,0.238515,-0.608609,0.383935,0.182552,1.99395,0.715576,0.432333,2772,689
AUG,20030403,17390,4.65,0.10567,0.770182,0.238531,-0.608717,0.38403,0.183245,1.99432,0.715878,0.432278,2773,690
AUG,20030403,17391,3.75,0.10565,0.770429,0.238187,-0.60891,0.38381,0.185716,1.99413,0.715151,0.431506,2774,691
AUG,20030403,17391,4.95,0.105644,0.771149,0.237584,-0.609032,0.383401,0.187926,1.9932,0.713456,0.430411,2775,692
AUG,20030403,17394,3.55,0.10565,0.770503,0.238135,-0.608921,0.383754,0.185945,1.99402,0.714984,0.431398,2776,693
AUG,20030403,17394,4.95,0.105648,0.770726,0.237953,-0.608954,0.383624,0.186589,1.99372,0.714455,0.431076,2777,694
AUG,20030430,17433,5.25,0.10567,0.77223,0.237193,-0.607818,0.382171,0.184159,1.98984,0.710704,0.429572,2779,695
AUG,20030430,17435,3.75,0.105684,0.770497,0.238274,-0.608623,0.383593,0.184379,1.99358,0.714925,0.431682,2780,696
AUG,20030506,17448,5.25,0.10567,0.772159,0.237229,-0.607815,0.382221,0.184154,1.98996,0.710886,0.429548,2784,697
AUG,20030506,17456,3.75,0.10566,0.770164,0.23852,-0.608799,0.38382,0.18444,1.99427,0.715743,0.432193,2797,698
AUG,20030506,17456,5.25,0.105662,0.769904,0.238681,-0.608705,0.383829,0.184516,1.9944,0.716057,0.432435,2798,699
AUG,20030506,17457,3.75,0.105658,0.77059,0.238302,-0.608875,0.383653,0.184359,1.99381,0.715088,0.431872,2799,700
AUG,20030506,17457,5.25,0.105661,0.770104,0.238556,-0.608781,0.383829,0.184456,1.99431,0.715822,0.432247,2800,701
AUG,20030506,17459,3.75,0.105659,0.770462,0.238371,-0.60885,0.383697,0.184385,1.99394,0.715281,0.431975,2801,702
AUG,20030506,17459,5.45,0.105663,0.769903,0.238669,-0.608718,0.383864,0.184508,1.99445,0.716084,0.432411,2802,703
AUG,20030506,17460,3.75,0.10566,0.770178,0.238513,-0.608803,0.383817,0.184437,1.99425,0.715723,0.432182,2803,704
AUG,20030506,17460,5.45,0.105661,0.76989,0.238689,-0.608687,0.383818,0.184525,1.99438,0.716055,0.43244,2804,705
AUG,20030508,17494,3.85,0.105652,0.770196,0.238662,-0.608913,0.383693,0.184347,1.99426,0.715913,0.432448,2809,706
AUG,20030508,17495,3.85,0.105653,0.770187,0.238611,-0.608874,0.383738,0.184379,1.99426,0.715853,0.432356,2810,707
AUG,20030606,17728,5.0,0.105664,0.77032,0.238398,-0.60888,0.383795,0.184398,1.99423,0.715567,0.432049,2829,708
AUG,20030606,17734,3.75,0.105663,0.770323,0.238462,-0.608838,0.383748,0.1843,1.99414,0.715637,0.432024,2832,709
AUG,20030606,17734,5.45,0.105669,0.770541,0.238391,-0.608685,0.383418,0.184262,1.99348,0.715052,0.431854,2833,710
AUG,20030606,17735,3.75,0.105668,0.770207,0.238506,-0.608804,0.383791,0.184415,1.99421,0.715692,0.432158,2834,711
AUG,20030606,17735,5.45,0.105663,0.770558,0.238403,-0.608781,0.383471,0.184212,1.99363,0.715199,0.431881,2835,712
AUG,20030606,17736,5.75,0.105668,0.770455,0.238375,-0.608779,0.383651,0.184361,1.99385,0.715304,0.431807,2837,713
AUG,20030606,17737,5.75,0.105666,0.770487,0.238345,-0.608785,0.383666,0.184344,1.99385,0.715286,0.43172,2839,714
AUG,20030610,17743,3.25,0.105667,0.770265,0.238489,-0.608809,0.383749,0.184377,1.99414,0.715631,0.432107,2840,715
AUG,20030610,17743,5.75,0.105666,0.770459,0.238427,-0.608766,0.38355,0.184273,1.99376,0.715307,0.431942,2841,716
AUG,20030610,17745,3.75,0.105665,0.770233,0.238494,-0.608818,0.383793,0.184375,1.99422,0.715706,0.43211,2842,717
AUG,20030610,17746,5.45,0.105668,0.770328,0.238434,-0.608794,0.383739,0.184391,1.99405,0.715512,0.431963,2844,718
AUG,20030610,17747,5.75,0.10567,0.770307,0.23845,-0.608789,0.383734,0.184402,1.99406,0.715522,0.432015,2846,719
AUG,20030612,17787,4.5,0.105655,0.770292,0.23855,-0.60889,0.383686,0.184369,1.99414,0.715684,0.432282,2850,720
AUG,20030618,17829,4.25,0.105647,0.771104,0.237792,-0.609163,0.383806,0.18427,1.99386,0.714505,0.431418,2851,721
AUG,20030618,17829,5.5,0.105645,0.770866,0.238015,-0.609165,0.383834,0.184308,1.99409,0.714953,0.431723,2852,722
AUG,20030731,18179,3.0,0.105654,0.770129,0.237788,-0.608105,0.382154,0.192364,1.99222,0.712747,0.43031,2883,723
AUG,20030731,18184,4.5,0.105667,0.770172,0.238511,-0.608816,0.38375,0.184764,1.99422,0.715673,0.43216,2884,724
AUG,20040129,18431,4.25,0.105657,0.77029,0.23841,-0.60895,0.383871,0.184396,1.99441,0.71572,0.432115,2895,725
AUG,20040219,18599,5.45,0.10566,0.770162,0.238515,-0.608883,0.383851,0.184431,1.99442,0.715866,0.432229,2909,726
AUG,20040421,18861,4.35,0.105667,0.770185,0.238469,-0.608771,0.383846,0.184456,1.99422,0.715626,0.43215,2914,727
AUG,20040421,18863,1.7,0.105668,0.770057,0.2386,-0.608836,0.383872,0.184378,1.99449,0.71606,0.432253,2917,728
AUG,20040421,18869,4.95,0.105655,0.770107,0.238483,-0.60909,0.384097,0.184278,1.99502,0.716377,0.432146,2919,729
AUG,20040601,19090,4.7,0.105656,0.770125,0.238574,-0.609014,0.383921,0.184337,1.9947,0.716176,0.432336,2946,730
AUG,20040603,19111,5.5,0.105617,0.771412,0.238862,-0.610097,0.383809,0.183541,1.99444,0.716514,0.431795,2950,731
AUG,20040603,19112,4.25,0.105651,0.770207,0.238502,-0.609347,0.383942,0.184407,1.9951,0.716405,0.432519,2951,732
AUG,20040615,19180,4.2,0.105653,0.770342,0.238442,-0.609004,0.383835,0.184395,1.99438,0.715712,0.432133,2954,733
AUG,20040615,19180,5.3,0.105659,0.770501,0.238353,-0.608983,0.383707,0.184385,1.99411,0.715409,0.431945,2955,734
AUG,20040615,19181,4.4,0.105662,0.770128,0.238504,-0.608701,0.383816,0.184469,1.99416,0.715633,0.432189,2956,735
AUG,20040615,19181,5.4,0.105658,0.7702,0.238523,-0.608859,0.383816,0.184422,1.99431,0.715784,0.432185,2957,736
AUG,20040729,19532,3.5,0.105667,0.770245,0.23845,-0.608803,0.383541,0.185559,1.99397,0.715382,0.43192,2979,737
AUG,20050531,20194,3.95,0.105666,0.770554,0.238533,-0.608861,0.383223,0.184391,1.99352,0.715256,0.432082,2993,738
AUG,20050610,20284,4.525,0.105667,0.770263,0.238535,-0.608843,0.383678,0.184427,1.99411,0.715662,0.43219,2998,739
AUG,20050610,20285,5.35,0.105665,0.7702,0.238526,-0.608822,0.383777,0.184434,1.99423,0.715728,0.432189,2999,740
AUG,20050610,20287,5.2,0.105666,0.770313,0.238543,-0.60886,0.383604,0.184424,1.99403,0.715617,0.432182,3001,741
AUG,20050616,20322,3.55,0.105657,0.770302,0.238593,-0.609007,0.383655,0.184387,1.99429,0.715931,0.432211,3002,742
AUG,20060201,20877,4.5,0.105654,0.770807,0.237978,-0.608938,0.383841,0.184362,1.99388,0.714759,0.431403,3033,743
AUG,20060214,20979,6.25,0.105651,0.771181,0.237719,-0.609013,0.38378,0.184298,1.99358,0.714206,0.431007,3038,744
AUG,20060223,21031,4.3,0.105654,0.77084,0.237951,-0.608953,0.383865,0.184331,1.9939,0.714753,0.431329,3052,745
AUG,20060223,21035,4.75,0.105654,0.770858,0.237958,-0.608952,0.383826,0.184339,1.99384,0.714713,0.431345,3055,746
AUG,20060310,21158,6.55,0.105658,0.770942,0.237903,-0.608871,0.383702,0.184322,1.99356,0.714402,0.431316,3056,747
AUG,20060310,21159,6.65,0.105659,0.770868,0.237958,-0.608864,0.383718,0.184333,1.99363,0.714522,0.431401,3057,748
AUG,20060310,21170,7.5,0.105656,0.770688,0.238065,-0.608914,0.383873,0.184353,1.994,0.714992,0.431461,3061,749
AUGW,20080229,22755,2.75,0.105667,0.7713,0.237643,-0.608593,0.383041,0.184398,1.99248,0.713286,0.430861,3062,750
AUGW,20080318,22832,2.75,0.105662,0.7719,0.237263,-0.608463,0.382516,0.184373,1.99136,0.711924,0.430367,3065,751
AUGW,20080319,22856,2.75,0.105667,0.7714,0.2376,-0.608538,0.382901,0.184387,1.9922,0.713027,0.430795,3066,752
AUGW,20080325,22880,1.85,0.105669,0.771211,0.237749,-0.60858,0.383017,0.184386,1.99251,0.713472,0.431,3067,753
AUGW,20080327,22909,1.85,0.105668,0.771225,0.237724,-0.608576,0.383018,0.18438,1.9925,0.713447,0.430952,3068,754
AUGW,20080401,22955,1.85,0.105668,0.77122,0.237727,-0.608581,0.383027,0.184381,1.99252,0.713458,0.430963,3069,755
AUGW,20080408,23004,1.85,0.10566,0.771963,0.237272,-0.608422,0.382351,0.184363,1.99117,0.711918,0.430142,3070,756
AUGW,20080408,23006,1.85,0.105666,0.771564,0.237538,-0.608469,0.38265,0.18438,1.99178,0.712683,0.430619,3071,757
AUGW,20080408,23007,3.25,0.105668,0.770993,0.237907,-0.608719,0.383267,0.184391,1.99305,0.714047,0.431321,3072,758
AUGW,20080408,23008,3.25,0.105669,0.770955,0.237939,-0.608705,0.38327,0.184389,1.99307,0.714105,0.431354,3073,759
AUGW,20080410,23018,1.85,0.105664,0.771677,0.237535,-0.608443,0.38246,0.184373,1.99149,0.712458,0.430584,3074,760
AUGW,20080411,23041,1.85,0.105662,0.771801,0.237419,-0.608438,0.382422,0.184364,1.99137,0.712229,0.430386,3075,761
AUGW,20080417,23074,3.25,0.10567,0.771147,0.237762,-0.608608,0.383136,0.184391,1.99269,0.713599,0.431054,3076,762
AUGW,20080422,23097,3.25,0.10567,0.77099,0.237831,-0.608623,0.383283,0.184375,1.99298,0.713936,0.431134,3077,763
AUGW,20080527,23216,3.25,0.10567,0.77101,0.237832,-0.608624,0.383252,0.184375,1.99294,0.713906,0.431133,3078,764
AUGW,20080529,23236,3.25,0.105669,0.771085,0.237758,-0.608617,0.383229,0.184371,1.99285,0.713728,0.431057,3079,765
AUGW,20080603,23259,3.25,0.105668,0.771154,0.237697,-0.608606,0.383188,0.184363,1.99275,0.713581,0.430967,3080,766
AUGW,20080606,23300,3.25,0.105667,0.771191,0.237657,-0.608591,0.383168,0.184355,1.99269,0.713494,0.4309,3081,767
AUGW,20080610,23316,3.25,0.105668,0.771147,0.237712,-0.608599,0.383176,0.184366,1.99273,0.713588,0.430979,3082,768
AUGW,20080617,23364,3.25,0.105669,0.771223,0.237725,-0.608573,0.383028,0.184381,1.9925,0.713422,0.430979,3083,769
AUGW,20080624,23406,3.25,0.105669,0.771049,0.23779,-0.608624,0.383251,0.184374,1.99291,0.713844,0.431043,3085,770
AUGW,20080626,23429,2.65,0.105666,0.771276,0.237619,-0.608561,0.38305,0.184356,1.9925,0.71332,0.430803,3086,771
AUGW,20080703,23486,3.25,0.105671,0.771095,0.237786,-0.608547,0.383112,0.184392,1.99266,0.713624,0.431048,3087,772
AUGW,20080926,23722,3.25,0.10567,0.771218,0.23775,-0.608561,0.382986,0.184398,1.99245,0.713396,0.431038,3089,773
AUGW,20080930,23730,3.25,0.105668,0.770967,0.237811,-0.608664,0.383372,0.184359,1.99314,0.714037,0.431118,3090,774
AUGW,20081007,23773,3.25,0.105665,0.771097,0.237635,-0.608669,0.383401,0.184331,1.99308,0.713777,0.430885,3091,775
AUGW,20081009,23793,2.75,0.105665,0.771304,0.237615,-0.608593,0.383037,0.184356,1.99249,0.713279,0.430861,3092,776
AUGW,20081009,23793,4.25,0.105667,0.770953,0.237824,-0.60868,0.383384,0.184355,1.99318,0.714098,0.431132,3093,777
AUGW,20081010,23816,3.25,0.105666,0.771053,0.237717,-0.60867,0.383362,0.184344,1.99307,0.713854,0.431024,3094,778
AUGW,20081014,23837,2.75,0.105667,0.771325,0.237562,-0.608485,0.382983,0.184358,1.99231,0.713085,0.430733,3095,779
AUGW,20081016,23859,3.25,0.105667,0.771216,0.237642,-0.608563,0.38312,0.184345,1.9926,0.713402,0.430874,3096,780
AUGW,20081021,23884,2.95,0.105661,0.771948,0.237158,-0.608359,0.382471,0.184358,1.9912,0.711699,0.430141,3097,781
AUGW,20081023,23907,3.25,0.105666,0.771568,0.237444,-0.608427,0.382748,0.184369,1.99181,0.712524,0.430565,3098,782
AUGW,20081024,23928,3.25,0.105667,0.771406,0.237536,-0.608489,0.382918,0.184362,1.99217,0.71294,0.430692,3099,783
AUGW,20081106,23971,3.25,0.10566,0.771864,0.237266,-0.608462,0.382546,0.184345,1.99144,0.712004,0.430361,3100,784
AUGW,20081118,24059,2.35,0.105668,0.771247,0.237644,-0.608544,0.383064,0.184357,1.9925,0.713341,0.43084,3101,785
AUGW,20081118,24059,3.25,0.105668,0.77103,0.237729,-0.608614,0.383325,0.184354,1.993,0.71382,0.431009,3102,786
AUGW,20081120,24087,3.25,0.105667,0.771247,0.237624,-0.608538,0.383067,0.184364,1.99251,0.713306,0.430836,3103,787
AUGW,20081121,24110,3.25,0.105669,0.771089,0.237763,-0.608609,0.3832,0.18438,1.99281,0.713703,0.431068,3104,788
AUGW,20081125,24131,3.25,0.105668,0.771128,0.237724,-0.608603,0.38318,0.184373,1.99276,0.713622,0.431006,3105,789
AUGW,20081127,24156,3.25,0.105664,0.77155,0.237441,-0.608557,0.382886,0.184361,1.9921,0.712744,0.43061,3106,790
AUGW,20090512,24408,3.25,0.105668,0.77129,0.2377,-0.60856,0.382946,0.184392,1.99235,0.71325,0.430978,3107,791
AUGW,20090514,24423,2.75,0.105661,0.771842,0.237336,-0.608504,0.382532,0.184363,1.99146,0.71206,0.430557,3108,792
AUGW,20090515,24445,3.25,0.105663,0.771722,0.237419,-0.608509,0.382609,0.184377,1.99164,0.712325,0.430611,3109,793
AUGW,20090602,24532,3.25,0.105667,0.771346,0.237645,-0.608551,0.38292,0.184385,1.99228,0.713134,0.430891,3110,794
AUGW,20090604,24552,3.25,0.105668,0.771263,0.237701,-0.608578,0.382998,0.184389,1.99244,0.713328,0.43098,3111,795
AUGW,20090605,24570,3.25,0.105667,0.77135,0.237639,-0.608543,0.382917,0.184387,1.99226,0.713113,0.430878,3112,796
AUGW,20090605,24578,1.85,0.105669,0.770082,0.238932,-0.608823,0.383236,0.184356,1.99397,0.716142,0.432585,3113,797
AUGW,20090609,24585,2.75,0.105671,0.771163,0.237808,-0.608575,0.383012,0.184393,1.99252,0.713517,0.431142,3114,798
AUGW,20090610,24609,3.25,0.10567,0.771128,0.237787,-0.608574,0.383089,0.184389,1.99264,0.713602,0.431066,3116,799
AUGW,20090617,24637,3.25,0.105663,0.771725,0.237375,-0.608479,0.382635,0.184375,1.99164,0.712277,0.430531,3117,800
AUGW,20090618,24658,3.25,0.105659,0.771938,0.237219,-0.608456,0.382479,0.18435,1.99132,0.71183,0.430326,3118,801
AUGW,20090619,24679,3.25,0.10567,0.771063,0.237852,-0.608606,0.383126,0.184386,1.99275,0.713762,0.431191,3119,802
AUGW,20090623,24703,3.25,0.105666,0.771213,0.237728,-0.608637,0.383081,0.184377,1.99263,0.713507,0.431044,3120,803
AUGW,20090703,24753,2.75,0.105664,0.770942,0.237807,-0.608804,0.38355,0.184358,1.99347,0.714265,0.431176,3121,804
AUGW,20090709,24782,2.75,0.10567,0.771146,0.237775,-0.608582,0.383083,0.184379,1.99262,0.713556,0.431096,3124,805
AUGW,20090709,24797,3.25,0.105671,0.770985,0.237878,-0.608616,0.383221,0.184388,1.99291,0.713921,0.431227,3125,806
AUGW,20090716,24826,3.25,0.105674,0.770784,0.238066,-0.608659,0.383328,0.184406,1.9932,0.714368,0.431506,3127,807
AUGW,20090722,24900,3.45,0.105659,0.772249,0.237141,-0.608336,0.382019,0.184403,1.99053,0.71122,0.429961,3128,808
AUGW,20090723,24915,3.25,0.105672,0.770984,0.237902,-0.608618,0.383199,0.184397,1.99289,0.713924,0.431265,3129,809
AUGW,20090903,25047,3.25,0.10567,0.771068,0.237825,-0.608615,0.383165,0.18439,1.99279,0.713758,0.431153,3130,810
AUGW,20090908,25066,3.25,0.10567,0.771093,0.237827,-0.608599,0.383113,0.184391,1.99271,0.713701,0.431136,3131,811
AUGW,20090910,25086,3.25,0.105673,0.770952,0.237981,-0.608606,0.383137,0.184407,1.99284,0.714001,0.431334,3132,812
AUGW,20090924,25219,3.6,0.105667,0.771506,0.237562,-0.608481,0.382768,0.184377,1.99192,0.712756,0.430709,3133,813
AUGW,20090925,25246,3.25,0.105666,0.771521,0.237518,-0.6085,0.382784,0.184388,1.99195,0.712708,0.430713,3134,814
AUGW,20090925,25246,4.35,0.105672,0.771111,0.237798,-0.608543,0.38309,0.184394,1.9926,0.7136,0.431046,3135,815
AUGW,20091001,25281,2.75,0.105663,0.771754,0.237417,-0.608526,0.382582,0.184376,1.9916,0.712286,0.430637,3136,816
